States,District,Cities,Latitude,Longitude,Sample_Population,ISO,ISO_district,Date
"Selangor","Petaling","Shah Alam",3.1198,101.6369,2719,"MY-10","MY-10.7",2015-09-02 00:00:00
"Selangor","Petaling","Shah Alam",3.0584,101.4939,7867,"MY-10","MY-10.7",2015-09-03 00:00:00
"Selangor","Petaling","Shah Alam",3.047,101.543,5478,"MY-10","MY-10.7",2015-09-04 00:00:00
"Selangor","Petaling","Shah Alam",3.092206,101.4864,1529,"MY-10","MY-10.7",2015-09-05 00:00:00
"Selangor","Petaling","Shah Alam",3.1064,101.515,5883,"MY-10","MY-10.7",2015-09-06 00:00:00
"Selangor","Petaling","Shah Alam",3.0415,101.521,1281,"MY-10","MY-10.7",2015-09-07 00:00:00
"Selangor","Petaling","Sg Buloh",3.1979,101.5406,3946,"MY-10","MY-10.7",2015-09-08 00:00:00
"Selangor","Petaling","Sg Buloh",3.1973,101.579,1602,"MY-10","MY-10.7",2015-09-09 00:00:00
"Selangor","Petaling","Sg Buloh",3.1733,101.5449,5333,"MY-10","MY-10.7",2015-09-10 00:00:00
"Selangor","Petaling","Sg Buloh",3.231,101.552,7615,"MY-10","MY-10.7",2015-09-11 00:00:00
"Selangor","Petaling","Sg Buloh",3.205,101.499,6747,"MY-10","MY-10.7",2015-09-12 00:00:00
"Selangor","Petaling","Damansara",3.1419,101.575,4399,"MY-10","MY-10.7",2015-09-13 00:00:00
"Selangor","Petaling","Damansara",3.1217,101.612,6677,"MY-10","MY-10.7",2015-09-14 00:00:00
"Selangor","Petaling","Damansara",3.1604,101.599,5248,"MY-10","MY-10.7",2015-09-15 00:00:00
"Selangor","Petaling","Damansara",3.1229,101.556,6172,"MY-10","MY-10.7",2015-09-16 00:00:00
"Selangor","Petaling","Damansara",3.158,101.6033,1172,"MY-10","MY-10.7",2015-09-17 00:00:00
"Selangor","Sepang","Sepang",2.8062,101.7149,1048,"MY-10","MY-10.9",2015-09-18 00:00:00
"Selangor","Sepang","Sepang",2.7664,101.7417,8912,"MY-10","MY-10.9",2015-09-19 00:00:00
"Selangor","Sepang","Sepang",2.7047,101.7334,6113,"MY-10","MY-10.9",2015-09-20 00:00:00
"Selangor","Sepang","Sepang",2.8295,101.7163,8552,"MY-10","MY-10.9",2015-09-21 00:00:00
"Selangor","Sepang","Sepang",2.6884,101.7502,5200,"MY-10","MY-10.9",2015-09-22 00:00:00
"Selangor","Sabak Bernam","Sabak Bernam",3.5526,101.163,8749,"MY-10","MY-10.8",2015-09-23 00:00:00
"Selangor","Sabak Bernam","Sabak Bernam",3.7801,101.0219,6664,"MY-10","MY-10.8",2015-09-24 00:00:00
"Selangor","Sabak Bernam","Sabak Bernam",3.7112,101.0016,8418,"MY-10","MY-10.8",2015-09-25 00:00:00
"Selangor","Sabak Bernam","Sabak Bernam",3.6468,101.299,8490,"MY-10","MY-10.8",2015-09-26 00:00:00
"Selangor","Sabak Bernam","Sabak Bernam",3.7626,100.9878,8570,"MY-10","MY-10.8",2015-09-27 00:00:00
"N.Sembilan","Jelebu","Kuala Klawang",2.927,102.1048,4215,"MY-05","MY-05.1",2015-09-28 00:00:00
"N.Sembilan","Jelebu","Kuala Klawang",2.9702,102.1886,8018,"MY-05","MY-05.1",2015-09-29 00:00:00
"N.Sembilan","Jelebu","Kuala Klawang",2.8619,102.0959,2420,"MY-05","MY-05.1",2015-09-30 00:00:00
"N.Sembilan","Jelebu","Kuala Klawang",2.9538,102.0413,5115,"MY-05","MY-05.1",2015-10-01 00:00:00
"N.Sembilan","Jelebu","Kuala Klawang",2.9652,102.1087,5848,"MY-05","MY-05.1",2015-10-02 00:00:00
"N.Sembilan","Jelebu","Kuala Klawang",2.9505,102.0854,3426,"MY-05","MY-05.1",2015-10-03 00:00:00
"N.Sembilan","Jempol","Bahau / Jempol",2.8037,102.4204,4927,"MY-05","MY-05.2",2015-10-04 00:00:00
"N.Sembilan","Jempol","Bahau / Jempol",2.7784,102.3903,8880,"MY-05","MY-05.2",2015-10-05 00:00:00
"N.Sembilan","Jempol","Bahau / Jempol",2.8482,102.375,3667,"MY-05","MY-05.2",2015-10-06 00:00:00
"N.Sembilan","Jempol","Bahau / Jempol",2.8215,102.4428,1988,"MY-05","MY-05.2",2015-10-07 00:00:00
"N.Sembilan","Jempol","Bahau / Jempol",2.8097,102.402,5672,"MY-05","MY-05.2",2015-10-08 00:00:00
"N.Sembilan","Jempol","Bahau / Jempol",2.8075,102.4002,7180,"MY-05","MY-05.2",2015-10-09 00:00:00
"N.Sembilan","Kuala Pilah","Kuala Pilah",2.6997,102.2345,7828,"MY-05","MY-05.3",2015-10-10 00:00:00
"N.Sembilan","Kuala Pilah","Kuala Pilah",2.7302,102.298,8323,"MY-05","MY-05.3",2015-10-11 00:00:00
"N.Sembilan","Kuala Pilah","Kuala Pilah",2.7662,102.2311,4766,"MY-05","MY-05.3",2015-10-12 00:00:00
"N.Sembilan","Kuala Pilah","Kuala Pilah",2.8242,102.2675,6438,"MY-05","MY-05.3",2015-10-13 00:00:00
"N.Sembilan","Kuala Pilah","Kuala Pilah",2.741,102.2438,3418,"MY-05","MY-05.3",2015-10-14 00:00:00
"N.Sembilan","Kuala Pilah","Kuala Pilah",2.7454,102.2468,2235,"MY-05","MY-05.3",2015-10-15 00:00:00
"N.Sembilan","Port Dickson","Lukut",2.5887,101.8439,5349,"MY-05","MY-05.4",2015-10-16 00:00:00
"N.Sembilan","Port Dickson","Lukut",2.5315,101.8406,7489,"MY-05","MY-05.4",2015-10-17 00:00:00
"N.Sembilan","Port Dickson","Lukut",2.6315,101.7863,7282,"MY-05","MY-05.4",2015-10-18 00:00:00
"N.Sembilan","Port Dickson","Lukut",2.4683,101.866,4884,"MY-05","MY-05.4",2015-10-19 00:00:00
"N.Sembilan","Port Dickson","Lukut",2.571,101.8306,1463,"MY-05","MY-05.4",2015-10-20 00:00:00
"N.Sembilan","Port Dickson","Lukut",2.5602,101.8128,4309,"MY-05","MY-05.4",2015-10-21 00:00:00
"N.Sembilan","Rembau","Rembau",2.5854,102.1607,7123,"MY-05","MY-05.5",2015-10-22 00:00:00
"N.Sembilan","Rembau","Rembau",2.5504,102.0763,6914,"MY-05","MY-05.5",2015-10-23 00:00:00
"N.Sembilan","Rembau","Rembau",2.6018,102.1113,8566,"MY-05","MY-05.5",2015-10-24 00:00:00
"N.Sembilan","Rembau","Rembau",2.5127,102.0687,8271,"MY-05","MY-05.5",2015-10-25 00:00:00
"N.Sembilan","Rembau","Rembau",2.5905,102.0933,8924,"MY-05","MY-05.5",2015-10-26 00:00:00
"N.Sembilan","Rembau","Rembau",2.592,102.0989,6272,"MY-05","MY-05.5",2015-10-27 00:00:00
"N.Sembilan","Seremban","Seremban",2.6966,102.0411,6894,"MY-05","MY-05.6",2015-10-28 00:00:00
"N.Sembilan","Seremban","Seremban",2.6994,101.9127,5805,"MY-05","MY-05.6",2015-10-29 00:00:00
"N.Sembilan","Seremban","Seremban",2.6434,102.0161,8760,"MY-05","MY-05.6",2015-10-30 00:00:00
"N.Sembilan","Seremban","Seremban",2.7529,101.9773,4792,"MY-05","MY-05.6",2015-10-31 00:00:00
"N.Sembilan","Seremban","Seremban",2.7226,101.9415,5664,"MY-05","MY-05.6",2015-11-01 00:00:00
"N.Sembilan","Seremban","Seremban",2.7201,101.9409,5139,"MY-05","MY-05.6",2015-11-02 00:00:00
"N.Sembilan","Tampin","Tampin",2.472,102.2541,8857,"MY-05","MY-05.7",2015-11-03 00:00:00
"N.Sembilan","Tampin","Tampin",2.4974,102.2743,2369,"MY-05","MY-05.7",2015-11-04 00:00:00
"N.Sembilan","Tampin","Tampin",2.5073,102.2273,1794,"MY-05","MY-05.7",2015-11-05 00:00:00
"N.Sembilan","Tampin","Tampin",2.5257,102.2376,3368,"MY-05","MY-05.7",2015-11-06 00:00:00
"N.Sembilan","Tampin","Tampin",2.4682,102.2305,3003,"MY-05","MY-05.7",2015-11-07 00:00:00
"N.Sembilan","Tampin","Tampin",2.4693,102.221,4580,"MY-05","MY-05.7",2015-11-08 00:00:00
"Melaka","Alor Gajah","Alor Gajah",2.4007,102.2874,4914,"MY-04","MY-04.1",2015-11-09 00:00:00
"Melaka","Alor Gajah","Alor Gajah",2.4473,102.2201,2992,"MY-04","MY-04.1",2015-11-10 00:00:00
"Melaka","Alor Gajah","Alor Gajah",2.3876,102.2915,4442,"MY-04","MY-04.1",2015-11-11 00:00:00
"Melaka","Alor Gajah","Alor Gajah",2.4624,102.2023,3778,"MY-04","MY-04.1",2015-11-12 00:00:00
"Melaka","Alor Gajah","Alor Gajah",2.3819,102.2102,8911,"MY-04","MY-04.1",2015-11-13 00:00:00
"Melaka","Alor Gajah","Alor Gajah",2.3782,102.2088,2668,"MY-04","MY-04.1",2015-11-14 00:00:00
"Melaka","Jasin","Jasin",2.2546,102.4441,3627,"MY-04","MY-04.2",2015-11-15 00:00:00
"Melaka","Jasin","Jasin",2.3191,102.3501,8135,"MY-04","MY-04.2",2015-11-16 00:00:00
"Melaka","Jasin","Jasin",2.315,102.4517,2616,"MY-04","MY-04.2",2015-11-17 00:00:00
"Melaka","Jasin","Jasin",2.3253,102.3707,3489,"MY-04","MY-04.2",2015-11-18 00:00:00
"Melaka","Jasin","Jasin",2.3055,102.4225,3183,"MY-04","MY-04.2",2015-11-19 00:00:00
"Melaka","Jasin","Jasin",2.3057,102.4229,8355,"MY-04","MY-04.2",2015-11-20 00:00:00
"Melaka","Melaka Tengah","Melaka Tengah",2.2543,102.211,2789,"MY-04","MY-04.3",2015-11-21 00:00:00
"Melaka","Melaka Tengah","Melaka Tengah",2.2632,102.2879,4523,"MY-04","MY-04.3",2015-11-22 00:00:00
"Melaka","Melaka Tengah","Melaka Tengah",2.1946,102.3154,2331,"MY-04","MY-04.3",2015-11-23 00:00:00
"Melaka","Melaka Tengah","Melaka Tengah",2.2817,102.1684,8422,"MY-04","MY-04.3",2015-11-24 00:00:00
"Melaka","Melaka Tengah","Melaka Tengah",2.2718,102.286,6753,"MY-04","MY-04.3",2015-11-25 00:00:00
"Melaka","Melaka Tengah","Melaka Tengah",2.2573,102.2788,4954,"MY-04","MY-04.3",2015-11-26 00:00:00
"Pahang","Bentong","Bentong",3.5665,101.972,1768,"MY-06","MY-06.1",2015-11-27 00:00:00
"Pahang","Bentong","Bentong",3.3636,101.983,8553,"MY-06","MY-06.1",2015-11-28 00:00:00
"Pahang","Bentong","Bentong",3.2101,102.1643,7206,"MY-06","MY-06.1",2015-11-29 00:00:00
"Pahang","Bentong","Bentong",3.2841,102.222,8807,"MY-06","MY-06.1",2015-11-30 00:00:00
"Pahang","Bentong","Bentong",3.5253,101.9043,6901,"MY-06","MY-06.1",2015-12-01 00:00:00
"Pahang","Bentong","Bentong",3.5269,101.9068,1669,"MY-06","MY-06.1",2015-12-02 00:00:00
"Pahang","Bera","Bandar Bera",3.1845,102.4674,7189,"MY-06","MY-06.2",2015-12-03 00:00:00
"Pahang","Bera","Bandar Bera",3.0255,102.6762,2968,"MY-06","MY-06.2",2015-12-04 00:00:00
"Pahang","Bera","Bandar Bera",3.2229,102.3686,5037,"MY-06","MY-06.2",2015-12-05 00:00:00
"Pahang","Bera","Bandar Bera",3.3655,102.5691,5114,"MY-06","MY-06.2",2015-12-06 00:00:00
"Pahang","Bera","Bandar Bera",3.2715,102.4524,8476,"MY-06","MY-06.2",2015-12-07 00:00:00
"Pahang","Bera","Bandar Bera",3.2453,102.413,6583,"MY-06","MY-06.2",2015-12-08 00:00:00
"Pahang","Cameron Highlands","Tanah Rata",4.4943,101.4454,4222,"MY-06","MY-06.3",2015-12-09 00:00:00
"Pahang","Cameron Highlands","Tanah Rata",4.4163,101.4736,5792,"MY-06","MY-06.3",2015-12-10 00:00:00
"Pahang","Cameron Highlands","Tanah Rata",4.482,101.5574,3281,"MY-06","MY-06.3",2015-12-11 00:00:00
"Pahang","Cameron Highlands","Tanah Rata",4.5207,101.3981,4438,"MY-06","MY-06.3",2015-12-12 00:00:00
"Pahang","Cameron Highlands","Tanah Rata",4.4676,101.3892,2188,"MY-06","MY-06.3",2015-12-13 00:00:00
"Pahang","Cameron Highlands","Tanah Rata",4.4888,101.3765,4452,"MY-06","MY-06.3",2015-12-14 00:00:00
"Pahang","Jerantut","Jerantut",3.9943,102.4137,6480,"MY-06","MY-06.4",2015-12-15 00:00:00
"Pahang","Jerantut","Jerantut",4.0135,102.2146,6016,"MY-06","MY-06.4",2015-12-16 00:00:00
"Pahang","Jerantut","Jerantut",3.8559,102.3629,1348,"MY-06","MY-06.4",2015-12-17 00:00:00
"Pahang","Jerantut","Kuala Tahan",4.317,102.44,2077,"MY-06","MY-06.4",2015-12-18 00:00:00
"Pahang","Jerantut","Kuala Tahan",4.3132,102.376,2495,"MY-06","MY-06.4",2015-12-19 00:00:00
"Pahang","Jerantut","Kuala Tahan",4.356,102.4183,3452,"MY-06","MY-06.4",2015-12-20 00:00:00
"Pahang","Jerantut","Kuala Tahan",4.3432,102.378,3983,"MY-06","MY-06.4",2015-12-21 00:00:00
"Pahang","Jerantut","Kuala Tahan",4.4032,102.379,5150,"MY-06","MY-06.4",2015-12-22 00:00:00
"Pahang","Jerantut","Jerantut",3.9806,102.5263,1793,"MY-06","MY-06.4",2015-12-23 00:00:00
"Pahang","Jerantut","Jerantut",3.9382,102.3605,1022,"MY-06","MY-06.4",2015-12-24 00:00:00
"Pahang","Jerantut","Jerantut",3.9315,102.3622,3634,"MY-06","MY-06.4",2015-12-25 00:00:00
"Pahang","Kuantan","Kuantan",3.8688,103.168,2056,"MY-06","MY-06.5",2015-12-26 00:00:00
"Pahang","Kuantan","Kuantan",3.803,103.2339,8221,"MY-06","MY-06.5",2015-12-27 00:00:00
"Pahang","Kuantan","Kuantan",3.729,103.2477,2794,"MY-06","MY-06.5",2015-12-28 00:00:00
"Pahang","Kuantan","Kuantan",3.8318,103.3122,6395,"MY-06","MY-06.5",2015-12-29 00:00:00
"Pahang","Kuantan","Kuantan",3.793,103.1659,5596,"MY-06","MY-06.5",2015-12-30 00:00:00
"Pahang","Kuantan","Kuantan",3.7831,103.2358,8044,"MY-06","MY-06.5",2015-12-31 00:00:00
"Pahang","Lipis","Lipis",4.2476,102.0838,1833,"MY-06","MY-06.5",2015-01-01 00:00:00
"Pahang","Lipis","Lipis",4.0969,102.1964,2959,"MY-06","MY-06.6",2015-01-02 00:00:00
"Pahang","Lipis","Lipis",4.2421,101.7062,7046,"MY-06","MY-06.6",2015-01-03 00:00:00
"Pahang","Lipis","Lipis",4.4365,101.9135,2519,"MY-06","MY-06.6",2015-01-04 00:00:00
"Pahang","Lipis","Lipis",4.182,102.0532,3062,"MY-06","MY-06.6",2015-01-05 00:00:00
"Pahang","Lipis","Lipis",4.1735,102.0437,3255,"MY-06","MY-06.6",2015-01-06 00:00:00
"Pahang","Maran","Maran",3.5411,102.7734,4336,"MY-06","MY-06.7",2015-01-07 00:00:00
"Pahang","Maran","Maran",3.6595,102.8808,2282,"MY-06","MY-06.7",2015-01-08 00:00:00
"Pahang","Maran","Maran",3.5217,102.6906,1269,"MY-06","MY-06.7",2015-01-09 00:00:00
"Pahang","Maran","Maran",3.5149,102.8307,2694,"MY-06","MY-06.7",2015-01-10 00:00:00
"Pahang","Maran","Maran",3.5838,102.7836,3675,"MY-06","MY-06.7",2015-01-11 00:00:00
"Pahang","Maran","Maran",3.582,102.7724,3020,"MY-06","MY-06.7",2015-01-12 00:00:00
"Pahang","Pekan","Pekan",3.1067,103.4038,7010,"MY-06","MY-06.8",2015-01-13 00:00:00
"Pahang","Pekan","Pekan",3.2184,103.4196,7140,"MY-06","MY-06.8",2015-01-14 00:00:00
"Pahang","Pekan","Pekan",3.4878,103.3633,5927,"MY-06","MY-06.8",2015-01-15 00:00:00
"Pahang","Pekan","Pekan",3.5879,103.3496,1484,"MY-06","MY-06.8",2015-01-16 00:00:00
"Pahang","Pekan","Pekan",3.4892,103.3898,5857,"MY-06","MY-06.8",2015-01-17 00:00:00
"Pahang","Pekan","Pekan",3.5022,103.3817,5623,"MY-06","MY-06.8",2015-01-18 00:00:00
"Pahang","Raub","Raub",3.9023,101.8093,4850,"MY-06","MY-06.9",2015-01-19 00:00:00
"Pahang","Raub","Raub",3.8571,101.9041,1878,"MY-06","MY-06.9",2015-01-20 00:00:00
"Pahang","Raub","Raub",3.7269,101.8313,3627,"MY-06","MY-06.9",2015-01-21 00:00:00
"Pahang","Raub","Raub",4.0502,101.775,6732,"MY-06","MY-06.9",2015-01-22 00:00:00
"Pahang","Raub","Raub",3.7956,101.8555,1343,"MY-06","MY-06.9",2015-01-23 00:00:00
"Pahang","Raub","Raub",3.808,101.8472,6564,"MY-06","MY-06.9",2015-01-24 00:00:00
"Pahang","Rompin","Rompin",2.7158,103.5037,5153,"MY-06","MY-06.10",2015-01-25 00:00:00
"Pahang","Rompin","Rompin",2.7497,103.055,3201,"MY-06","MY-06.10",2015-01-26 00:00:00
"Pahang","Rompin","Rompin",3.1474,102.849,1020,"MY-06","MY-06.10",2015-01-27 00:00:00
"Pahang","Rompin","Rompin",2.618,103.6015,5732,"MY-06","MY-06.10",2015-01-28 00:00:00
"Pahang","Rompin","Rompin",2.7085,102.5053,4925,"MY-06","MY-06.10",2015-01-29 00:00:00
"Pahang","Rompin","Tun Razak",2.968676,103.005104,7987,"MY-06","MY-06.10",2015-01-30 00:00:00
"Pahang","Rompin","Tun Razak",2.892305,103.008745,3958,"MY-06","MY-06.10",2015-01-31 00:00:00
"Pahang","Rompin","Rompin",2.869033,103.2351,8099,"MY-06","MY-06.10",2015-02-01 00:00:00
"Pahang","Rompin","Rompin",2.884386,103.267,5260,"MY-06","MY-06.10",2015-02-02 00:00:00
"Pahang","Rompin","Rompin",2.8807,103.219,2967,"MY-06","MY-06.10",2015-02-03 00:00:00
"Pahang","Rompin","Rompin",2.91805,103.226541,4199,"MY-06","MY-06.10",2015-02-04 00:00:00
"Pahang","Rompin","Tun Razak",3.0028,102.928633,7845,"MY-06","MY-06.10",2015-02-05 00:00:00
"Pahang","Rompin","Tun Razak",3.0104,103.0136,2404,"MY-06","MY-06.10",2015-02-06 00:00:00
"Pahang","Rompin","Rompin",2.6946,102.5257,5230,"MY-06","MY-06.10",2015-02-07 00:00:00
"Pahang","Temerloh","Temerloh",3.4409,102.4912,8891,"MY-06","MY-06.11",2015-02-08 00:00:00
"Pahang","Temerloh","Temerloh",3.3829,102.4452,4772,"MY-06","MY-06.11",2015-02-09 00:00:00
"Pahang","Temerloh","Temerloh",3.4487,102.3947,4948,"MY-06","MY-06.11",2015-02-10 00:00:00
"Pahang","Temerloh","Temerloh",3.5413,102.4407,2014,"MY-06","MY-06.11",2015-02-11 00:00:00
"Pahang","Temerloh","Temerloh",3.4475,102.4189,5969,"MY-06","MY-06.11",2015-02-12 00:00:00
"Pahang","Temerloh","Temerloh",3.4508,102.4188,6504,"MY-06","MY-06.11",2015-02-13 00:00:00
"Pahang","Temerloh","Temerloh",3.4475,102.4189,7776,"MY-06","MY-06.11",2015-02-14 00:00:00
"Terengganu","Besut","Jerteh",5.6143,102.5593,4988,"MY-11","MY-11.1",2015-02-15 00:00:00
"Terengganu","Besut","Jerteh",5.6935,102.5263,5699,"MY-11","MY-11.1",2015-02-16 00:00:00
"Terengganu","Besut","Jerteh",5.7455,102.5593,1448,"MY-11","MY-11.1",2015-02-17 00:00:00
"Terengganu","Besut","Jerteh",5.5897,102.5785,8714,"MY-11","MY-11.1",2015-02-18 00:00:00
"Terengganu","Dungun","Dungun",4.7962,103.368,1100,"MY-11","MY-11.2",2015-02-19 00:00:00
"Terengganu","Dungun","Dungun",4.73333,103.403,6962,"MY-11","MY-11.2",2015-02-20 00:00:00
"Terengganu","Dungun","Dungun",4.7189,103.3481,7590,"MY-11","MY-11.2",2015-02-21 00:00:00
"Terengganu","Dungun","Dungun",4.8024,103.2513,5000,"MY-11","MY-11.2",2015-02-22 00:00:00
"Terengganu","Hulu Terengganu","Kuala Berang",5.1014,102.8963,1269,"MY-11","MY-11.3",2015-02-23 00:00:00
"Terengganu","Hulu Terengganu","Kuala Berang",5.152,102.9704,6140,"MY-11","MY-11.3",2015-02-24 00:00:00
"Terengganu","Hulu Terengganu","Kuala Berang",5.1766,102.829,2520,"MY-11","MY-11.3",2015-02-25 00:00:00
"Terengganu","Hulu Terengganu","Kuala Berang",5.2655,102.8949,1127,"MY-11","MY-11.3",2015-02-26 00:00:00
"Terengganu","Kemaman","Chukai",4.2366,103.3029,2471,"MY-11","MY-11.4",2015-02-27 00:00:00
"Terengganu","Kemaman","Chukai",4.3749,103.329,8391,"MY-11","MY-11.4",2015-02-28 00:00:00
"Terengganu","Kemaman","Chukai",4.2846,103.3475,6013,"MY-11","MY-11.4",2015-03-01 00:00:00
"Terengganu","Kemaman","Chukai",4.1729,103.2603,3182,"MY-11","MY-11.4",2015-03-02 00:00:00
"Terengganu","Kuala Terengganu","Kuala Terengganu",5.237,102.9944,4841,"MY-11","MY-11.5",2015-03-07 00:00:00
"Terengganu","Kuala Terengganu","Kuala Terengganu",5.4065,103.0342,6051,"MY-11","MY-11.5",2015-03-08 00:00:00
"Terengganu","Kuala Terengganu","Kuala Terengganu",5.2849,103.1386,4749,"MY-11","MY-11.5",2015-03-09 00:00:00
"Terengganu","Kuala Terengganu","Kuala Terengganu",5.1878,103.0466,3076,"MY-11","MY-11.5",2015-03-10 00:00:00
"Terengganu","Marang","Marang",5.1419,103.1551,6426,"MY-11","MY-11.6",2015-03-11 00:00:00
"Terengganu","Marang","Marang",5.0941,103.2238,6705,"MY-11","MY-11.6",2015-03-12 00:00:00
"Terengganu","Marang","Marang",4.9545,103.2568,4435,"MY-11","MY-11.6",2015-03-13 00:00:00
"Terengganu","Marang","Marang",4.949,103.335,7553,"MY-11","MY-11.6",2015-03-14 00:00:00
"Terengganu","Setiu","Bandar Permaisuri",5.5172,102.7597,8261,"MY-11","MY-11.7",2015-03-15 00:00:00
"Terengganu","Setiu","Bandar Permaisuri",5.4687,102.8494,3388,"MY-11","MY-11.7",2015-03-16 00:00:00
"Terengganu","Setiu","Bandar Permaisuri",5.4445,102.835,4266,"MY-11","MY-11.7",2015-03-17 00:00:00
"Terengganu","Setiu","Bandar Permaisuri",5.5305,102.7558,2815,"MY-11","MY-11.7",2015-03-18 00:00:00
"Kelantan","Bachok","Bachok",6.0291,102.399,7054,"MY-03","MY-03.1",2015-03-19 00:00:00
"Kelantan","Bachok","Bachok",5.9643,102.432,4274,"MY-03","MY-03.1",2015-03-20 00:00:00
"Kelantan","Bachok","Bachok",5.9253,102.4292,3292,"MY-03","MY-03.1",2015-03-21 00:00:00
"Kelantan","Bachok","Bachok",5.9745,102.3956,8224,"MY-03","MY-03.1",2015-03-22 00:00:00
"Kelantan","Gua Musang","Gua Musang",4.8685,101.9528,4152,"MY-03","MY-03.2",2015-03-23 00:00:00
"Kelantan","Gua Musang","Gua Musang",4.939,101.9624,7397,"MY-03","MY-03.2",2015-03-24 00:00:00
"Kelantan","Gua Musang","Gua Musang",4.8049,102.0139,4814,"MY-03","MY-03.2",2015-03-25 00:00:00
"Kelantan","Gua Musang","Gua Musang",4.8364,101.8697,4154,"MY-03","MY-03.2",2015-03-26 00:00:00
"Kelantan","Jeli","Jeli",5.7054,101.8576,2171,"MY-03","MY-03.3",2015-03-27 00:00:00
"Kelantan","Jeli","Jeli",5.6217,101.8482,6790,"MY-03","MY-03.3",2015-03-28 00:00:00
"Kelantan","Jeli","Jeli",5.5684,101.8977,3145,"MY-03","MY-03.3",2015-03-29 00:00:00
"Kelantan","Jeli","Jeli",5.716,101.8345,6935,"MY-03","MY-03.3",2015-03-30 00:00:00
"Kelantan","Kota Bharu","Kota Bharu",6.1383,102.3051,1864,"MY-03","MY-03.4",2015-03-31 00:00:00
"Kelantan","Kota Bharu","Kota Bharu",6.0591,102.3305,8161,"MY-03","MY-03.4",2015-04-01 00:00:00
"Kelantan","Kota Bharu","Kota Bharu",6.0984,102.3834,7969,"MY-03","MY-03.4",2015-04-02 00:00:00
"Kelantan","Kota Bharu","Kota Bharu",6.099,102.2529,3000,"MY-03","MY-03.4",2015-04-03 00:00:00
"Kelantan","Kuala Krai","Kuala Krai",5.4841,102.2662,6104,"MY-03","MY-03.5",2015-04-04 00:00:00
"Kelantan","Kuala Krai","Kuala Krai",5.4253,102.3198,6764,"MY-03","MY-03.5",2015-04-05 00:00:00
"Kelantan","Kuala Krai","Kuala Krai",5.6262,102.1598,3129,"MY-03","MY-03.5",2015-04-06 00:00:00
"Kelantan","Kuala Krai","Kuala Krai",5.594,102.2736,5609,"MY-03","MY-03.5",2015-04-07 00:00:00
"Kelantan","Machang","Machang",5.7593,102.25,7724,"MY-03","MY-03.6",2015-04-12 00:00:00
"Kelantan","Machang","Machang",5.8129,102.2596,7182,"MY-03","MY-03.6",2015-04-13 00:00:00
"Kelantan","Machang","Machang",5.7644,102.182,3747,"MY-03","MY-03.6",2015-04-14 00:00:00
"Kelantan","Machang","Machang",5.7436,102.2418,7548,"MY-03","MY-03.6",2015-04-15 00:00:00
"Kelantan","Pasir Mas","Pasir Mas",6.0174,102.1169,5488,"MY-03","MY-03.7",2015-04-16 00:00:00
"Kelantan","Pasir Mas","Pasir Mas",5.9573,102.1924,1586,"MY-03","MY-03.7",2015-04-17 00:00:00
"Kelantan","Pasir Mas","Pasir Mas",5.93,102.0853,1831,"MY-03","MY-03.7",2015-04-18 00:00:00
"Kelantan","Pasir Mas","Pasir Mas",6.0953,102.1017,6853,"MY-03","MY-03.7",2015-04-19 00:00:00
"Kelantan","Pasir Puteh","Pasir Puteh",5.8006,102.4117,4814,"MY-03","MY-03.8",2015-04-20 00:00:00
"Kelantan","Pasir Puteh","Pasir Puteh",5.8881,102.3897,4147,"MY-03","MY-03.8",2015-04-21 00:00:00
"Kelantan","Pasir Puteh","Pasir Puteh",5.8963,102.4556,3920,"MY-03","MY-03.8",2015-04-22 00:00:00
"Kelantan","Pasir Puteh","Pasir Puteh",5.7806,102.3521,7715,"MY-03","MY-03.8",2015-04-23 00:00:00
"Kelantan","Tanah Merah","Tanah Merah",5.8106,102.089,6840,"MY-03","MY-03.9",2015-04-24 00:00:00
"Kelantan","Tanah Merah","Tanah Merah",5.8946,102.0993,4105,"MY-03","MY-03.9",2015-04-25 00:00:00
"Kelantan","Tanah Merah","Tanah Merah",5.7627,102.1096,7093,"MY-03","MY-03.9",2015-04-26 00:00:00
"Kelantan","Tanah Merah","Tanah Merah",5.844,101.9557,2567,"MY-03","MY-03.9",2015-04-27 00:00:00
"Kelantan","Tumpat","Tumpat",6.2273,102.0956,7234,"MY-03","MY-03.10",2015-04-28 00:00:00
"Kelantan","Tumpat","Tumpat",6.1453,102.1526,6478,"MY-03","MY-03.10",2015-04-29 00:00:00
"Kelantan","Tumpat","Tumpat",6.1781,102.2227,1045,"MY-03","MY-03.10",2015-04-30 00:00:00
"Kelantan","Tumpat","Tumpat",6.2081,102.1114,7125,"MY-03","MY-03.10",2015-05-01 00:00:00
"Johor","Batu Pahat","Batu Pahat",1.9544,102.855,2508,"MY-01","MY-01.1",2015-05-02 00:00:00
"Johor","Batu Pahat","Batu Pahat",1.8391,103.1269,1663,"MY-01","MY-01.1",2015-05-03 00:00:00
"Johor","Batu Pahat","Batu Pahat",1.8659,103.1578,3019,"MY-01","MY-01.1",2015-05-04 00:00:00
"Johor","Batu Pahat","Batu Pahat",1.919,102.92,8376,"MY-01","MY-01.1",2015-05-05 00:00:00
"Johor","Batu Pahat","Batu Pahat",1.862,103.092,8701,"MY-01","MY-01.1",2015-05-06 00:00:00
"Johor","Batu Pahat","Batu Pahat",1.741,103.044,8553,"MY-01","MY-01.1",2015-05-07 00:00:00
